,Loan Status,Current Loan Amount,Term,Credit Score,Annual Income,Years in current job,Home Ownership,Purpose,Monthly Debt,Years of Credit History,Number of Open Accounts,Number of Credit Problems,Current Credit Balance,Maximum Open Credit,Bankruptcies,Tax Liens,Monthly Income,Debt-to-Income Ratio,Credit Utilization Ratio
12407,Fully Paid,315942.0,Short Term,705.0,695419.0,2-3 years,Rent,Debt Consolidation,10952.93,12.9,16.0,0.0,149967.0,232760.0,0.0,0.0,57951.583333333336,0.1890013934045518,0.6442988485994157
12408,Fully Paid,319396.0,Short Term,743.0,957790.0,2-3 years,Home Mortgage,Debt Consolidation,24024.55,13.5,11.0,2.0,224390.0,605638.0,1.0,1.0,79815.83333333333,0.3009998016266614,0.3705018509406609
12410,Fully Paid,218306.0,Short Term,742.0,716433.0,7-9 years,Home Mortgage,Debt Consolidation,13552.7,20.2,8.0,1.0,95228.0,305448.0,1.0,0.0,59702.75,0.22700294375049726,0.311765014012205
12411,Fully Paid,52052.0,Short Term,739.0,1367297.0,10+ years,Rent,Other,18002.88,19.4,25.0,0.0,41781.0,456456.0,0.0,0.0,113941.41666666667,0.15800119505857177,0.09153346653346653
12413,Fully Paid,134948.0,Short Term,730.0,1748133.0,10+ years,Rent,Debt Consolidation,28669.29,29.1,6.0,0.0,129865.0,173250.0,0.0,0.0,145677.75,0.1967993739606769,0.7495815295815296
12415,Fully Paid,173932.0,Short Term,697.0,675925.0,7-9 years,Own Home,Essential Needs,13912.94,19.9,4.0,0.0,2872.040000000002,22148.06,0.0,0.0,56327.083333333336,0.24700267041461701,0.1296745629188291
12416,Fully Paid,434456.0,Long Term,673.0,1407045.0,10+ years,Home Mortgage,Debt Consolidation,23333.52,11.1,15.0,0.0,299003.0,676214.0,0.0,0.0,117253.75,0.1990002025521572,0.44217215260257847
12418,Fully Paid,194348.0,Short Term,749.0,1864850.0,7-9 years,Home Mortgage,Big Purchase,24709.31,26.5,18.0,0.0,116204.0,1416272.0,0.0,0.0,155404.16666666666,0.15900030565461032,0.08204921088604449
12419,Charged Off,85932.0,Short Term,739.0,1261714.0,4-6 years,Home Mortgage,Essential Needs,20818.3,18.0,7.0,0.0,460161.0,616682.0,0.0,0.0,105142.83333333333,0.19800018070656267,0.7461884731514784
12420,Fully Paid,352506.0,Short Term,748.0,1118910.0,2-3 years,Rent,Debt Consolidation,27413.39,12.4,9.0,0.0,7809.0,502634.0,0.0,0.0,93242.5,0.29400101884870095,0.01553615553265398
12422,Fully Paid,330858.0,Short Term,702.0,1047641.0,7-9 years,Rent,Debt Consolidation,20612.34,19.3,21.0,0.0,296514.0,434610.0,0.0,0.0,87303.41666666667,0.23610003808556557,0.6822530544626216
12425,Fully Paid,449856.0,Long Term,718.0,2719584.0,4-6 years,Home Mortgage,Debt Consolidation,43082.69,22.9,10.0,0.0,1640974.8999999955,2457312.0,0.0,0.0,226632.0,0.19009976525821598,0.6677926531103887
12426,Charged Off,325446.0,Short Term,737.0,1653950.0,10+ years,Home Mortgage,Debt Consolidation,10116.74,16.0,8.0,0.0,293208.0,741290.0,0.0,0.0,137829.16666666666,0.07340057438253877,0.39553750893712314
12429,Fully Paid,219120.0,Short Term,750.0,1230060.0,2-3 years,Rent,Big Purchase,2890.66,37.5,6.0,0.0,103037.0,817212.0,0.0,0.0,102505.0,0.02820018535681186,0.12608356216012492
12430,Fully Paid,261976.0,Long Term,703.0,1319759.0,2-3 years,Rent,Debt Consolidation,12460.77,11.1,14.0,0.0,201552.0,580514.0,0.0,0.0,109979.91666666667,0.11330041318149753,0.3471957609980121
12431,Charged Off,552640.0,Long Term,714.0,2615502.0,2-3 years,Home Mortgage,Debt Consolidation,52963.83,13.1,24.0,0.0,839211.0,1695848.0,0.0,0.0,217958.5,0.24299960772348866,0.494862157457508
12432,Fully Paid,195800.0,Short Term,739.0,1784974.0,10+ years,Home Mortgage,Debt Consolidation,14830.07,28.5,8.0,0.0,91789.0,235136.0,0.0,0.0,148747.83333333334,0.09969940178400356,0.3903655756668481
12433,Charged Off,262636.0,Short Term,724.0,3213204.0,2-3 years,Home Mortgage,Other,47957.14,18.5,19.0,0.0,1640974.8999999955,3550305.659999994,0.0,0.0,267767.0,0.17910026254168737,0.46220665406031497
12435,Fully Paid,525668.0,Long Term,691.0,1134984.0,4-6 years,Rent,Debt Consolidation,14489.97,12.1,11.0,0.0,196764.0,361636.0,0.0,0.0,94582.0,0.15320008035355565,0.5440940614319371
12436,Fully Paid,388674.0,Long Term,733.0,1268098.0,4-6 years,Home Mortgage,Business Loan,15576.58,28.8,7.0,0.0,196137.0,293810.0,0.0,0.0,105674.83333333333,0.14740103682838393,0.6675640720193322
12437,Fully Paid,756228.0,Long Term,684.0,1492792.0,4-6 years,Home Mortgage,Debt Consolidation,39310.24,24.9,18.0,0.0,928416.0,1546798.0,0.0,0.0,124399.33333333333,0.31600040729049994,0.6002179987302803
12438,Fully Paid,443300.0,Short Term,702.0,2871375.0,10+ years,Home Mortgage,Debt Consolidation,41634.89,18.3,15.0,0.0,286292.0,347864.0,0.0,0.0,239281.25,0.17399980148883373,0.8040318383845896
12439,Fully Paid,208340.0,Short Term,729.0,656032.0,0-1 year,Rent,Debt Consolidation,12573.63,10.0,7.0,0.0,269762.0,338404.0,0.0,0.0,54669.333333333336,0.22999420759962927,0.7971596080424581
12440,Fully Paid,355454.0,Short Term,700.0,2993051.0,2-3 years,Home Mortgage,Debt Consolidation,16736.15,19.9,5.0,0.0,83277.0,133364.0,0.0,0.0,249420.91666666666,0.06710002602695378,0.6244338802075523
12442,Fully Paid,265760.0,Short Term,729.0,1358044.0,10+ years,Rent,Debt Consolidation,36327.43,11.4,17.0,0.0,63327.0,243628.0,0.0,0.0,113170.33333333333,0.32099781744921374,0.25993317681054723
12443,Fully Paid,194128.0,Short Term,740.0,670586.0,7-9 years,Rent,Debt Consolidation,9052.93,19.4,21.0,0.0,211109.0,625174.0,0.0,0.0,55882.166666666664,0.16200034000113334,0.3376803897794854
12444,Charged Off,275924.0,Long Term,696.0,1015607.0,0-1 year,Home Mortgage,Debt Consolidation,20396.88,14.7,13.0,0.0,261725.0,390038.0,0.0,0.0,84633.91666666667,0.24100125343759937,0.6710243617288572
12448,Fully Paid,111672.0,Short Term,743.0,462935.0,10+ years,Rent,Debt Consolidation,4417.12,10.9,11.0,0.0,76855.0,209858.0,0.0,0.0,38577.916666666664,0.11449866611943361,0.3662238275405274
12449,Fully Paid,129294.0,Short Term,707.0,986366.0,2-3 years,Rent,Other,7553.83,10.8,12.0,0.0,131537.0,376992.0,0.0,0.0,82197.16666666667,0.0918989097353315,0.34891191325014853
12450,Charged Off,172018.0,Long Term,706.0,1246001.0,7-9 years,Home Mortgage,Debt Consolidation,23611.49,21.0,13.0,0.0,478496.0,762124.0,0.0,0.0,103833.41666666667,0.2273977950258467,0.6278453375041332
12452,Fully Paid,37906.0,Short Term,726.0,673987.0,2-3 years,Home Mortgage,Debt Consolidation,15220.71,18.6,6.0,0.0,121619.0,164912.0,0.0,0.0,56165.583333333336,0.27099709638316466,0.7374781701756088
12453,Fully Paid,175956.0,Short Term,729.0,2279316.0,10+ years,Home Mortgage,Debt Consolidation,42167.27,14.8,9.0,0.0,60211.0,164824.0,0.0,0.0,189943.0,0.22199959987996398,0.36530480997912923
12454,Fully Paid,782254.0,Long Term,675.0,1737189.0,2-3 years,Rent,Debt Consolidation,21135.79,16.5,9.0,0.0,388151.0,652300.0,0.0,0.0,144765.75,0.14599993437674313,0.5950498237007512
12455,Fully Paid,109340.0,Short Term,701.0,2455180.0,10+ years,Home Mortgage,Leisure,30894.38,20.4,15.0,0.0,707826.0,1048058.0,0.0,0.0,204598.33333333334,0.15100015477480266,0.6753691112514766
12456,Fully Paid,315216.0,Short Term,740.0,2138906.0,10+ years,Rent,Debt Consolidation,14615.94,8.6,8.0,0.0,145749.0,207086.0,0.0,0.0,178242.16666666666,0.08200046191838259,0.7038090455173213
12461,Fully Paid,353672.0,Long Term,723.0,681986.0,7-9 years,Rent,Debt Consolidation,12844.0,26.6,17.0,2.0,345572.0,1099274.0,0.0,0.0,56832.166666666664,0.2259987741683847,0.314363843773254
12462,Charged Off,304920.0,Long Term,651.0,1316700.0,10+ years,Home Mortgage,Debt Consolidation,10456.84,13.3,6.0,0.0,61883.0,137280.0,0.0,0.0,109725.0,0.0953004329004329,0.4507794289044289
12465,Fully Paid,218416.0,Short Term,746.0,1697688.0,0-1 year,Home Mortgage,Debt Consolidation,14713.22,19.0,9.0,0.0,302746.0,1192378.0,0.0,0.0,141474.0,0.10399946279881815,0.253901028029702
12466,Fully Paid,142824.0,Short Term,725.0,853898.0,10+ years,Home Mortgage,Debt Consolidation,12886.75,39.4,14.0,0.0,257298.0,1038092.0,0.0,0.0,71158.16666666667,0.1811000845534244,0.24785664469045132
12467,Fully Paid,434852.0,Short Term,749.0,1689993.0,0-1 year,Own Home,Debt Consolidation,24364.08,12.3,14.0,0.0,632282.0,2085820.0,0.0,0.0,140832.75,0.17300010118385106,0.3031335398068865
12468,Fully Paid,311872.0,Short Term,736.0,1167341.0,7-9 years,Home Mortgage,Debt Consolidation,32393.86,14.0,20.0,0.0,196745.0,425810.0,0.0,0.0,97278.41666666667,0.333001513696512,0.4620488011084756
12470,Charged Off,487102.0,Long Term,671.0,1740058.0,4-6 years,Rent,Debt Consolidation,15414.13,18.0,6.0,0.0,307192.0,435908.0,0.0,0.0,145004.83333333334,0.10630080146753727,0.7047175091991889
12472,Fully Paid,331628.0,Short Term,735.0,2214792.0,2-3 years,Home Mortgage,Debt Consolidation,16943.25,14.8,6.0,0.0,69179.0,198748.0,0.0,0.0,184566.0,0.09180049413218036,0.3480739428824441
12473,Charged Off,372680.0,Long Term,693.0,733476.0,10+ years,Rent,Debt Consolidation,16564.39,16.4,14.0,0.0,375744.0,560648.0,0.0,0.0,61123.0,0.27100093254585017,0.6701959161541645
12475,Fully Paid,221628.0,Long Term,655.0,532000.0,2-3 years,Own Home,Debt Consolidation,16536.46,6.0,18.0,0.0,442301.0,1246058.0,0.0,0.0,44333.333333333336,0.3730028571428571,0.35496020249458693
12476,Fully Paid,223036.0,Short Term,713.0,1001642.0,4-6 years,Rent,Debt Consolidation,12770.85,17.6,16.0,0.0,101099.0,184360.0,0.0,0.0,83470.16666666667,0.15299897568193027,0.5483781731395097
12477,Fully Paid,112772.0,Short Term,708.0,540037.0,2-3 years,Rent,Debt Consolidation,11880.7,13.9,20.0,0.0,105127.0,129514.0,0.0,0.0,45003.083333333336,0.263997466840235,0.8040318383845896
12478,Charged Off,67452.0,Short Term,701.0,947340.0,10+ years,Rent,Debt Consolidation,12473.31,20.7,5.0,0.0,61940.0,74624.0,0.0,0.0,78945.0,0.158,0.8040318383845896
12479,Fully Paid,264374.0,Short Term,738.0,1179653.0,10+ years,Home Mortgage,Debt Consolidation,16318.53,33.8,18.0,1.0,230755.0,772222.0,0.0,1.0,98304.41666666667,0.1659999677871374,0.29881951045165767
12480,Fully Paid,53394.0,Short Term,736.0,1056704.0,4-6 years,Rent,Debt Consolidation,9774.55,12.3,7.0,0.0,105146.0,153538.0,0.0,0.0,88058.66666666667,0.11100043153049481,0.6848206958537951
12481,Charged Off,731742.0,Short Term,709.0,1418027.0,10+ years,Home Mortgage,Debt Consolidation,40177.21,22.8,16.0,0.0,542051.0,1147388.0,0.0,0.0,118168.91666666667,0.3399981241541945,0.4724217091341377
12482,Fully Paid,315722.0,Short Term,750.0,1640840.0,4-6 years,Home Mortgage,Big Purchase,29535.12,16.0,17.0,0.0,8778.0,82676.0,0.0,0.0,136736.66666666666,0.216,0.10617349654071315
12484,Fully Paid,321420.0,Short Term,715.0,2313288.0,10+ years,Home Mortgage,Debt Consolidation,52820.0,31.9,19.0,0.0,659832.0,884268.0,0.0,0.0,192774.0,0.27399960575596294,0.7461900690740816
12488,Fully Paid,111188.0,Short Term,732.0,382204.0,4-6 years,Rent,Debt Consolidation,6752.22,22.8,11.0,0.0,110219.0,190212.0,0.0,0.0,31850.333333333332,0.21199840922648638,0.5794534519378378
12489,Fully Paid,212608.0,Short Term,695.0,545566.0,2-3 years,Rent,Other,3846.36,10.0,5.0,0.0,119244.0,298848.0,0.0,0.0,45463.833333333336,0.08460263286201852,0.3990122068743977
12491,Fully Paid,625240.0,Short Term,721.0,1542800.0,10+ years,Own Home,Debt Consolidation,28541.8,29.3,19.0,0.0,862714.0,1504426.0,0.0,0.0,128566.66666666667,0.22199999999999998,0.5734506050812735
12495,Fully Paid,176220.0,Short Term,723.0,1331596.0,4-6 years,Rent,Debt Consolidation,20639.7,6.1,15.0,0.0,253460.0,427174.0,0.0,0.0,110966.33333333333,0.1859996575537926,0.5933413550450168
12499,Fully Paid,356114.0,Short Term,745.0,1287896.0,0-1 year,Home Mortgage,Debt Consolidation,20177.05,24.8,16.0,0.0,345534.0,1143142.0,0.0,0.0,107324.66666666667,0.18800011802195207,0.3022669099726893
12500,Fully Paid,221144.0,Short Term,699.0,668458.0,0-1 year,Rent,Other,3899.37,9.0,9.0,0.0,88635.0,167970.0,0.0,0.0,55704.833333333336,0.07000056847251435,0.5276835149133774
12501,Fully Paid,220660.0,Short Term,708.0,2675599.0,7-9 years,Home Mortgage,Essential Needs,49052.68,17.6,18.0,1.0,167827.0,500852.0,1.0,0.0,222966.58333333334,0.22000014202427193,0.3350830185364139
12502,Fully Paid,79288.0,Short Term,723.0,2044552.0,10+ years,Home Mortgage,Other,24193.65,56.5,13.0,0.0,446785.0,753038.0,0.0,0.0,170379.33333333334,0.14199873615344585,0.5933100321630516
12505,Charged Off,218262.0,Short Term,738.0,394060.0,0-1 year,Rent,Debt Consolidation,6928.73,19.3,5.0,0.0,207081.0,305074.0,0.0,0.0,32838.333333333336,0.21099517839922852,0.6787894084713872
12506,Charged Off,67474.0,Short Term,731.0,1340241.0,10+ years,Home Mortgage,Essential Needs,9694.37,18.9,8.0,0.0,343102.0,460878.0,0.0,0.0,111686.75,0.08679964275081871,0.7444529788794432
12509,Charged Off,620862.0,Long Term,681.0,3217213.0,4-6 years,Rent,Debt Consolidation,59550.04699999999,24.3,6.0,0.0,280915.0,325908.0,0.0,0.0,268101.0833333333,0.2221178902360521,0.8040318383845896
12513,Fully Paid,99616.0,Short Term,750.0,1376474.0,10+ years,Home Mortgage,Debt Consolidation,18089.33,28.5,7.0,0.0,380646.0,586894.0,0.0,0.0,114706.16666666667,0.15770146039808963,0.6485770854702894
12515,Charged Off,349250.0,Long Term,708.0,848331.0,0-1 year,Rent,Debt Consolidation,20854.78,35.0,9.0,0.0,451763.0,798622.0,0.0,0.0,70694.25,0.29499966404622724,0.5656781305799239
12517,Fully Paid,420266.0,Short Term,745.0,1732439.0,2-3 years,Own Home,Debt Consolidation,23676.66,14.5,11.0,0.0,778468.0,1221374.0,0.0,0.0,144369.91666666666,0.16399995613121154,0.6373706989014012
12521,Fully Paid,264220.0,Short Term,725.0,1197950.0,10+ years,Home Mortgage,Debt Consolidation,22361.86,18.4,12.0,0.0,315419.0,501688.0,0.0,0.0,99829.16666666667,0.22400126883425853,0.6287154566184561
12524,Fully Paid,693704.0,Long Term,675.0,1306459.0,4-6 years,Home Mortgage,Other,1371.4029,9.8,8.0,0.0,40185.0,528726.0,0.0,0.0,108871.58333333333,0.01259651837524178,0.07600344980197683
12528,Fully Paid,155276.0,Short Term,732.0,574731.0,2-3 years,Rent,Debt Consolidation,2375.57,8.9,11.0,0.0,91884.0,354640.0,0.0,0.0,47894.25,0.04960031736586334,0.2590909090909091
12531,Fully Paid,129624.0,Short Term,746.0,727662.0,2-3 years,Home Mortgage,Debt Consolidation,4790.47,5.8,6.0,0.0,109459.0,584100.0,0.0,0.0,60638.5,0.07900046999843334,0.18739770587228213
12533,Charged Off,324610.0,Long Term,699.0,639730.0,0-1 year,Home Mortgage,Debt Consolidation,9542.75,17.6,7.0,0.0,125400.0,276584.0,0.0,0.0,53310.833333333336,0.17900207900207898,0.45338848234171175
12534,Fully Paid,249128.0,Short Term,711.0,1082886.0,10+ years,Rent,Debt Consolidation,22650.47,14.0,9.0,0.0,112936.0,156244.0,0.0,0.0,90240.5,0.25100115801663336,0.7228181562171987
12535,Fully Paid,152394.0,Short Term,670.0,1425437.0,0-1 year,Home Mortgage,Business Loan,11058.95,11.2,9.0,0.0,92055.0,304568.0,0.0,0.0,118786.41666666667,0.09309944950215268,0.30224777389614144
12538,Charged Off,261448.0,Short Term,664.0,686204.0,7-9 years,Rent,Business Loan,11779.81,11.4,14.0,0.0,439622.0,1071664.0,0.0,0.0,57183.666666666664,0.2059995569830546,0.4102237268397557
12539,Fully Paid,339636.0,Short Term,708.0,895071.0,10+ years,Rent,Leisure,2081.07,14.5,4.0,1.0,22306.0,161392.0,1.0,0.0,74589.25,0.02790040119722346,0.13821007237037772
12540,Charged Off,219340.0,Long Term,698.0,1723813.0,10+ years,Home Mortgage,Big Purchase,15945.18,20.2,12.0,0.0,409127.0,729938.0,0.0,0.0,143651.08333333334,0.11099937174159842,0.560495548937033
12542,Fully Paid,112068.0,Short Term,732.0,604352.0,10+ years,Home Mortgage,Debt Consolidation,15058.45,21.4,8.0,1.0,142272.0,203368.0,1.0,0.0,50362.666666666664,0.29900025150905435,0.699579088155462
12545,Charged Off,774158.0,Short Term,744.0,2674364.0,7-9 years,Home Mortgage,Big Purchase,33652.42,17.1,6.0,0.0,97508.0,291720.0,0.0,0.0,222863.66666666666,0.15100002841797153,0.3342520224873166
12546,Fully Paid,175714.0,Short Term,687.0,1821074.0,0-1 year,Rent,Business Loan,1371.4029,9.4,7.0,0.0,26068.0,233948.0,0.0,0.0,151756.16666666666,0.009036884168353401,0.11142647083967377
12548,Fully Paid,323994.0,Short Term,736.0,839439.0,7-9 years,Home Mortgage,Debt Consolidation,22385.04,25.7,15.0,0.0,306280.0,493240.0,0.0,0.0,69953.25,0.32,0.6209553158705701
12550,Fully Paid,112574.0,Long Term,743.0,2264914.0,10+ years,Home Mortgage,Essential Needs,23498.44,26.0,7.0,0.0,527364.0,1423356.0,0.0,0.0,188742.83333333334,0.12449977350133382,0.3705074485933245
12553,Fully Paid,35024.0,Short Term,722.0,1428933.0,10+ years,Home Mortgage,Debt Consolidation,11705.33,18.5,16.0,0.0,135907.0,485672.0,0.0,0.0,119077.75,0.09829989229725956,0.2798328913340691
12558,Charged Off,157564.0,Long Term,711.0,1562123.0,10+ years,Home Mortgage,Other,31112.31,37.3,14.0,0.0,1640974.8999999955,3468212.0,0.0,0.0,130176.91666666667,0.23900020676988945,0.4731472297541198
12559,Fully Paid,511456.0,Short Term,704.0,1632442.0,0-1 year,Rent,Debt Consolidation,17548.78,19.0,12.0,0.0,579481.0,816266.0,0.0,0.0,136036.83333333334,0.12900020950208335,0.7099168653355646
12560,Fully Paid,82852.0,Short Term,745.0,2305308.0,2-3 years,Rent,Debt Consolidation,44242.64,21.6,9.0,0.0,448153.0,638286.0,0.0,0.0,192109.0,0.23029967362278705,0.7021194260879919
12563,Fully Paid,733480.0,Long Term,724.0,4319042.0,7-9 years,Home Mortgage,Debt Consolidation,59550.04699999999,24.4,12.0,0.0,1251587.0,3550305.659999994,0.0,0.0,359920.1666666667,0.16545348806517737,0.35252936503501
12564,Fully Paid,224554.0,Long Term,676.0,1027843.0,10+ years,Rent,Essential Needs,11648.9,18.0,11.0,0.0,135033.0,280720.0,0.0,0.0,85653.58333333333,0.13600014788250736,0.48102379595326306
12566,Fully Paid,133694.0,Short Term,744.0,478363.0,0-1 year,Rent,Debt Consolidation,8809.73,11.4,5.0,0.0,146148.0,260744.0,0.0,0.0,39863.583333333336,0.22099694165309605,0.560503789157181
12567,Fully Paid,333542.0,Long Term,714.0,921766.0,0-1 year,Home Mortgage,Big Purchase,8219.02,13.4,11.0,1.0,34238.0,137654.0,1.0,0.0,76813.83333333333,0.10699921672094655,0.24872506429162974
12568,Fully Paid,210122.0,Short Term,719.0,1001870.0,10+ years,Own Home,Debt Consolidation,4308.06,26.4,7.0,0.0,116622.0,161898.0,0.0,0.0,83489.16666666667,0.05160022757443581,0.7203424378312271
12572,Fully Paid,40502.0,Short Term,746.0,1165764.0,7-9 years,Home Mortgage,Big Purchase,17680.83,19.4,11.0,0.0,239210.0,432102.0,0.0,0.0,97147.0,0.18200078231957756,0.5535961416517396
12573,Fully Paid,387596.0,Short Term,735.0,762489.0,10+ years,Home Mortgage,Debt Consolidation,8768.5,17.0,13.0,0.0,278920.0,645920.0,0.0,0.0,63540.75,0.1379980563654033,0.4318181818181818
12575,Charged Off,327074.0,Short Term,725.0,1205170.0,7-9 years,Home Mortgage,Debt Consolidation,12252.72,10.3,6.0,0.0,159068.0,229064.0,0.0,0.0,100430.83333333333,0.1220015765410689,0.6944260119442601
12577,Fully Paid,447964.0,Short Term,737.0,2901585.0,7-9 years,Home Mortgage,Debt Consolidation,28773.98,37.2,16.0,0.0,272745.0,577368.0,0.0,0.0,241798.75,0.1189997053334643,0.47239368998628256
12579,Fully Paid,179828.0,Short Term,745.0,1941420.0,4-6 years,Home Mortgage,Debt Consolidation,15353.33,20.0,23.0,0.0,183673.0,479028.0,0.0,0.0,161785.0,0.09489958896065766,0.38342852609868316
12580,Fully Paid,110858.0,Short Term,699.0,459553.0,4-6 years,Rent,Other,6472.16,10.7,13.0,0.0,17290.0,50952.0,0.0,0.0,38296.083333333336,0.16900318352834165,0.3393389857120427
12581,Fully Paid,345268.0,Short Term,750.0,1118226.0,0-1 year,Home Mortgage,Debt Consolidation,25812.45,24.0,8.0,0.0,281599.0,1006390.0,0.0,0.0,93185.5,0.2770007136303395,0.27981100766104594
12585,Fully Paid,144980.0,Short Term,732.0,664012.0,4-6 years,Rent,Debt Consolidation,19920.17,11.0,13.0,0.0,135964.0,537328.0,0.0,0.0,55334.333333333336,0.3599965663271145,0.2530372509900843
12586,Fully Paid,197472.0,Short Term,732.0,499624.0,2-3 years,Own Home,Debt Consolidation,13531.8,10.6,7.0,0.0,285741.0,453838.0,0.0,0.0,41635.333333333336,0.32500760571950105,0.6296101251988595
12587,Fully Paid,438680.0,Short Term,751.0,2841450.0,4-6 years,Home Mortgage,Debt Consolidation,18895.69,24.0,9.0,0.0,340936.0,989406.0,0.0,0.0,236787.5,0.07980020060180541,0.3445865499097438
12589,Charged Off,398420.0,Long Term,726.0,764636.0,10+ years,Home Mortgage,Big Purchase,7646.36,21.0,7.0,0.0,89395.0,398090.0,0.0,0.0,63719.666666666664,0.12,0.22455977291567233
12590,Fully Paid,542190.0,Long Term,692.0,2060322.0,10+ years,Rent,Debt Consolidation,32793.43,16.7,9.0,0.0,138985.0,325094.0,0.0,0.0,171693.5,0.1909998340065291,0.4275225011842729
12591,Fully Paid,268730.0,Short Term,708.0,1895326.0,4-6 years,Rent,Debt Consolidation,9824.14,12.5,6.0,0.0,351044.0,456698.0,0.0,0.0,157943.83333333334,0.062200212522806095,0.768656749098967
12592,Fully Paid,456632.0,Short Term,723.0,2816940.0,0-1 year,Home Mortgage,Big Purchase,18521.39,16.1,15.0,0.0,1640974.8999999955,3550305.659999994,0.0,0.0,234745.0,0.07890004046944557,0.46220665406031497
12593,Fully Paid,228470.0,Short Term,744.0,570570.0,0-1 year,Own Home,Debt Consolidation,8606.05,20.7,14.0,0.0,136515.0,738672.0,0.0,0.0,47547.5,0.180999000999001,0.18481139125349275
12595,Charged Off,144364.0,Short Term,654.0,1274824.0,4-6 years,Home Mortgage,Other,19866.02,11.7,7.0,2.0,9063.0,67210.0,2.0,0.0,106235.33333333333,0.187000119232145,0.134846005058771
12597,Fully Paid,537922.0,Short Term,736.0,1300797.0,4-6 years,Rent,Debt Consolidation,34037.74,30.0,15.0,0.0,654911.0,802450.0,0.0,0.0,108399.75,0.3140020156873055,0.8040318383845896
12598,Fully Paid,140470.0,Short Term,723.0,2272267.0,2-3 years,Home Mortgage,Debt Consolidation,16985.24,25.7,7.0,0.0,29564.0,51304.0,0.0,0.0,189355.58333333334,0.08970023329124614,0.57625136441603
